filename,value,id,label
BI_24.tif,4.2362723,125,0
A_44.tif ,5.2842843,44,0
BI_08.tif,6.3210198,109,0
A_59.tif ,7.3565686,59,0
BI_03.tif,8.3876492,104,1
A_69.tif ,11.409833,69,0
BL_27.tif,12.4564838,155,1
A_55.tif ,13.4906538,55,0
A_51.tif ,14.5251513,51,0
BL_21.tif,15.5591199,149,1
BI_11.tif,16.591393,112,0
BH_16.tif,17.6276001,90,1
BI_18.tif,23.3548087,119,0
A_39.tif ,24.3977014,39,0
BH_07.tif,25.4317473,81,1
A_23.tif ,33.9706629,23,0
A_41.tif ,35.0172249,41,0
BH_10.tif,36.0534894,84,1
A_22.tif ,37.0899631,22,0
A_06.tif ,41.7079959,6,1
A_12.tif ,42.7524922,12,0
BH_24.tif,47.4957235,98,1
A_30.tif ,48.5402551,30,0
BL_03.tif,49.5745444,131,1
BI_14.tif,52.7993461,115,0
BH_12.tif,57.4561975,86,1
A_19.tif ,62.7318013,19,0
BL_15.tif,63.7794337,143,1
BI_05.tif,64.8128136,106,1
A_69.tif ,65.8467649,69,0
BH_25.tif,66.8789896,99,1
A_12.tif ,67.9112493,12,0
BI_15.tif,70.7025378,116,0
A_13.tif ,73.0581763,13,1
BI_23.tif,74.1037033,124,0
A_33.tif ,76.5918186,33,0
BI_03.tif,77.6342914,104,1
BH_06.tif,78.668508,80,1
BH_26.tif,79.7029935,100,1
BL_03.tif,80.7369876,131,1
BH_22.tif,81.7711996,96,1
BH_18.tif,82.8054535,92,1
A_48.tif ,83.8376792,48,0
BI_16.tif,84.8722635,117,0
A_32.tif ,85.9053373,32,0
A_27.tif ,86.9394479,27,0
A_56.tif ,87.9746569,56,0
A_20.tif ,89.0108573,20,0
A_29.tif ,92.866252,29,0
BI_26.tif,93.9128047,127,0
BL_04.tif,94.9452104,132,1
A_36.tif ,95.979333,36,0
BI_27.tif,97.0156867,128,0
BL_19.tif,98.051708,147,1
A_03.tif ,99.0869796,3,1
A_24.tif ,100.1201556,24,0
A_41.tif ,101.1534955,41,0
A_07.tif ,102.1860425,7,1
A_68.tif ,103.2208516,68,0
BI_23.tif,104.2561454,124,0
A_10.tif ,105.2903881,10,0
A_74.tif ,106.3255836,74,0
BH_25.tif,107.3581356,99,1
BH_11.tif,108.3931124,85,1
BL_17.tif,109.4283371,145,1
BH_25.tif,113.1441104,99,1
BH_03.tif,114.1905685,77,1
BH_04.tif,115.224789,78,1
A_58.tif ,116.2590386,58,0
A_45.tif ,117.2926478,45,0
A_34.tif ,118.3275058,34,0
A_14.tif ,119.361741,14,0
A_37.tif ,120.3951168,37,0
BL_01.tif,121.4282231,129,1
BL_02.tif,122.4627405,130,1
BH_06.tif,123.4969748,80,1
A_25.tif ,124.5331395,25,0
BH_13.tif,125.5682991,87,1
BI_26.tif,126.6034529,127,0
BL_06.tif,127.6367461,134,1
BL_08.tif,128.6719157,136,1
A_25.tif ,129.7054915,25,0
BI_12.tif,130.7394924,113,0
BL_09.tif,133.9355149,137,1
BI_21.tif,134.9820518,122,0
BL_15.tif,136.0142999,143,1
BI_24.tif,137.0487129,125,0
BL_07.tif,138.0838573,135,1
BL_18.tif,139.1181355,146,1
BH_05.tif,141.7017554,79,1
BH_02.tif,142.7480796,76,1
A_46.tif ,146.0532056,46,0
A_69.tif ,147.0978908,69,0
BH_16.tif,148.1318685,90,1
BH_01.tif,149.1661236,75,1
A_60.tif ,150.1983745,60,0
A_57.tif ,151.2297586,57,0
BI_05.tif,152.2652183,106,1
BL_27.tif,154.97531,155,1
A_54.tif ,156.0198638,54,0
A_56.tif ,157.0563096,56,0
BL_27.tif,158.0900641,155,1
A_63.tif ,162.743599,63,0
BL_12.tif,163.7880535,140,1
BI_21.tif,164.8225234,122,0
BI_09.tif,167.9526257,110,1
BI_10.tif,168.9991157,111,0
BL_07.tif,170.0324995,135,1
A_21.tif ,171.068721,21,0
BH_26.tif,172.1049263,100,1
A_72.tif ,175.0239303,72,0
BL_10.tif,176.0692564,138,1
A_30.tif ,178.276247,30,0
A_04.tif ,179.3215015,4,0
A_72.tif ,180.354784,72,0
BH_02.tif,181.3870217,76,1
A_15.tif ,182.4215388,15,0
BI_26.tif,183.4575424,127,0
A_17.tif ,184.4930066,17,1
A_35.tif ,188.4230771,35,0
A_26.tif ,189.4705476,26,0
A_74.tif ,192.9080068,74,0
A_47.tif ,193.9544023,47,0
BH_07.tif,194.9886822,81,1
A_46.tif ,196.0235548,46,0
A_33.tif ,197.0593511,33,0
BI_03.tif,198.0953707,104,1
BI_21.tif,199.1275812,122,0
A_16.tif ,200.159843,16,0
BI_23.tif,201.1920946,124,0
BH_09.tif,202.2277779,83,1
BL_02.tif,203.2625492,130,1
BH_17.tif,204.2947977,91,1
BI_24.tif,205.3281387,125,0
A_10.tif ,206.3613896,10,0
A_27.tif ,207.3967031,27,0
A_30.tif ,208.4308561,30,0
BL_05.tif,209.4642019,133,1
A_19.tif ,210.5002021,19,0
A_03.tif ,211.5324489,3,1
A_73.tif ,212.5666807,73,0
A_49.tif ,216.8350438,49,0
BH_22.tif,217.8802437,96,1
BL_22.tif,218.9127184,150,1
A_19.tif ,219.946298,19,0
A_02.tif ,220.980387,2,0
A_23.tif ,222.0167212,23,0
BL_24.tif,223.0527001,152,1
BH_01.tif,224.0868724,75,1
BH_02.tif,225.1201205,76,1
BI_23.tif,226.1553701,124,0
A_67.tif ,227.1910734,67,0
BL_08.tif,228.2268097,136,1
A_32.tif ,229.2620564,32,0
BL_19.tif,230.2962909,147,1
A_64.tif ,231.3305434,64,0
BI_10.tif,232.362952,111,0
BI_06.tif,233.3951369,107,1
A_43.tif ,234.4307269,43,0
BI_04.tif,235.4635021,105,1
A_59.tif ,236.4966307,59,0
BH_06.tif,237.5310891,80,1
A_35.tif ,238.5642049,35,0
A_60.tif ,239.5978497,60,0
BH_16.tif,240.6326759,90,1
BH_15.tif,241.664892,89,1
A_25.tif ,242.6975135,25,0
BH_05.tif,243.7294626,79,1
BH_08.tif,244.7638596,82,1
A_74.tif ,245.7948688,74,0
A_29.tif ,246.8281053,29,0
BL_24.tif,247.8633474,152,1
A_50.tif ,248.8995568,50,0
A_40.tif ,249.9338405,40,0
BI_07.tif,250.9681098,108,0
BL_22.tif,252.0035526,150,1
BH_11.tif,253.0365232,85,1
BL_17.tif,254.0707529,145,1
A_40.tif ,258.5754673,40,0
BI_19.tif,259.6190023,120,0
BL_11.tif,260.6532931,139,1
BL_05.tif,261.6884264,133,1
BI_05.tif,262.7246254,106,1
BI_08.tif,263.7611763,109,0
A_40.tif ,264.7952939,40,0
BI_08.tif,265.830355,109,0
A_18.tif ,266.866537,18,1
A_04.tif ,267.9028039,4,0
BL_04.tif,268.9360221,132,1
A_01.tif ,269.9692472,1,1
A_11.tif ,271.001776,11,0
BL_10.tif,272.0391627,138,1
BI_25.tif,273.0751093,126,0
BL_25.tif,274.1101753,153,1
BH_17.tif,275.1424247,91,1
A_17.tif ,276.1758189,17,1
A_74.tif ,277.2111364,74,0
A_03.tif ,280.1038798,3,1
A_24.tif ,281.150379,24,0
BI_11.tif,282.1840626,112,0
A_70.tif ,283.2188578,70,0
BI_01.tif,284.2521955,102,1
BH_15.tif,288.5862896,89,1
A_33.tif ,289.6320989,33,0
A_42.tif ,290.6669735,42,0
BH_21.tif,291.70119,95,1
BL_19.tif,292.7354217,147,1
A_38.tif ,293.7698355,38,0
A_09.tif ,294.8041002,9,1
A_73.tif ,295.8374632,73,0
A_65.tif ,296.872565,65,0
A_22.tif ,297.9046161,22,0
BH_08.tif,298.9368312,82,1
A_68.tif ,299.9688866,68,0
BH_01.tif,301.0013315,75,1
A_36.tif ,302.0338218,36,0
BL_23.tif,305.4631143,151,1
A_72.tif ,306.5077292,72,0
A_70.tif ,307.5399614,70,0
A_58.tif ,308.5738805,58,0
A_39.tif ,309.6077515,39,0
BH_04.tif,310.6405988,78,1
A_69.tif ,311.6745973,69,0
BH_13.tif,314.2797048,87,1
A_52.tif ,318.5003509,52,0
A_51.tif ,319.5472004,51,0
BI_21.tif,320.5830012,122,0
BI_16.tif,321.6152441,117,0
A_69.tif ,322.649477,69,0
A_71.tif ,323.6827206,71,0
BL_14.tif,324.7182001,142,1
A_19.tif ,325.7521862,19,0
BL_18.tif,326.7844922,146,1
A_42.tif ,327.8206572,42,0
A_36.tif ,328.854673,36,0
BH_21.tif,329.8871643,95,1
BI_27.tif,330.9206149,128,0
BL_09.tif,331.9530543,137,1
BH_19.tif,332.9870186,93,1
BL_18.tif,334.0192185,146,1
A_44.tif ,335.0553514,44,0
A_45.tif ,336.0895683,45,0
A_11.tif ,337.1250935,11,0
BH_19.tif,340.0935998,93,1
A_35.tif ,341.1380815,35,0
A_63.tif ,342.172519,63,0
A_28.tif ,343.2075456,28,0
BI_18.tif,344.241775,119,0
A_49.tif ,346.7448738,49,0
A_22.tif ,347.7902846,22,0
BI_15.tif,348.8245246,116,0
A_66.tif ,349.8569532,66,0
A_59.tif ,350.8931602,59,0
BH_13.tif,351.927286,87,1
A_64.tif ,352.9615426,64,0
BH_11.tif,353.9957906,85,1
A_19.tif ,355.031156,19,0
A_70.tif ,356.0662214,70,0
A_47.tif ,357.1008019,47,0
A_49.tif ,358.1357215,49,0
A_50.tif ,359.1680362,50,0
A_52.tif ,360.2041988,52,0
BH_03.tif,361.2374162,77,1
BH_25.tif,362.2729325,99,1
BL_09.tif,363.308995,137,1
A_57.tif ,364.3453381,57,0
BH_27.tif,365.3813539,101,1
A_05.tif ,366.4175992,5,1
BI_23.tif,367.4498263,124,0
A_54.tif ,368.4840601,54,0
BL_13.tif,369.5177388,141,1
BH_14.tif,370.5545241,88,1
A_56.tif ,371.5887611,56,0
A_67.tif ,372.6249918,67,0
BL_21.tif,373.6583869,149,1
BI_19.tif,374.6918548,120,0
BL_03.tif,375.7257738,131,1
BL_10.tif,376.7599531,138,1
A_45.tif ,377.7961533,45,0
BH_04.tif,378.8283896,78,1
A_20.tif ,379.8637014,20,0
A_34.tif ,380.8999934,34,0
BL_24.tif,381.9333675,152,1
A_22.tif ,382.9673333,22,0
BI_13.tif,383.9995962,114,0
A_47.tif ,385.0348355,47,0
BL_13.tif,386.0691612,141,1
A_30.tif ,387.1037112,30,0
A_26.tif ,394.8025425,26,0
BH_07.tif,395.8480404,81,1
BL_16.tif,399.3983273,144,1
BL_22.tif,400.4426468,150,1
BI_20.tif,401.4768839,121,0
BI_18.tif,404.9892237,119,0
A_59.tif ,406.0336939,59,0
A_12.tif ,407.0693109,12,0
A_07.tif ,408.1051416,7,1
A_59.tif ,409.1414271,59,0
A_03.tif ,410.1756637,3,1
A_31.tif ,411.2079034,31,0
A_56.tif ,412.2413074,56,0
A_44.tif ,413.274679,44,0
A_34.tif ,414.3068037,34,0
BI_27.tif,415.3420113,128,0
A_21.tif ,416.3750881,21,0
BH_19.tif,417.4093351,93,1
A_39.tif ,418.4435676,39,0
BH_08.tif,419.4780338,82,1
A_45.tif ,420.5151942,45,0
A_03.tif ,421.5482809,3,1
BL_15.tif,422.5805145,143,1
A_69.tif ,423.6118861,69,0
A_35.tif ,428.3589785,35,0
BH_12.tif,429.403643,86,1
BI_06.tif,430.437607,107,1
A_06.tif ,431.4727545,6,1
BH_17.tif,432.5079916,91,1
A_62.tif ,433.5402409,62,0
A_63.tif ,434.5738033,63,0
BH_24.tif,435.608673,98,1
A_73.tif ,436.6429293,73,0
BI_20.tif,437.6771653,121,0
BL_20.tif,440.338823,148,1
A_11.tif ,441.3842499,11,0
A_06.tif ,442.4204869,6,1
BH_10.tif,443.4527241,84,1
BL_12.tif,445.8272164,140,1
A_49.tif ,448.0242139,49,0
A_15.tif ,449.070867,15,0
BI_07.tif,450.1050886,108,0
BI_17.tif,460.5128414,118,0
A_52.tif ,466.6017661,52,0
A_02.tif ,467.6470675,2,0
BL_26.tif,474.2492114,154,1
A_45.tif ,477.7928002,45,0
BI_27.tif,478.8362194,128,0
BH_03.tif,479.8706856,77,1
BH_11.tif,480.9028074,85,1
A_60.tif ,481.9360889,60,0
A_13.tif ,482.9723042,13,1
BH_03.tif,484.0054525,77,1
A_35.tif ,485.0394555,35,0
BI_22.tif,486.0751403,123,0
A_72.tif ,487.1103573,72,0
A_27.tif ,488.1443718,27,0
A_59.tif ,489.1796395,59,0
A_41.tif ,490.2148263,41,0
A_23.tif ,491.2490551,23,0
A_29.tif ,494.1113251,29,0
BI_24.tif,495.1526144,125,0
BI_19.tif,496.1868829,120,0
A_65.tif ,497.221078,65,0
A_40.tif ,498.2545099,40,0
BL_27.tif,499.288736,155,1
BH_09.tif,500.3238507,83,1
A_11.tif ,501.3600305,11,0
A_04.tif ,502.391572,4,0
A_67.tif ,503.4246452,67,0
A_65.tif ,504.4609828,65,0
BL_06.tif,511.4120786,134,1
BL_27.tif,512.4555885,155,1
BI_10.tif,513.4897821,111,0
BH_18.tif,514.5260634,92,1
BH_18.tif,515.562065,92,1
BI_05.tif,516.5943228,106,1
BH_24.tif,517.627686,98,1
BI_20.tif,521.4201758,121,0
A_11.tif ,522.4649438,11,0
A_39.tif ,523.4989859,39,0
BH_18.tif,524.5323041,92,1
BL_26.tif,525.56735,154,1
BI_02.tif,526.601597,103,1
A_61.tif ,527.6339379,61,0
BL_18.tif,528.66805,146,1
BI_02.tif,529.7007821,103,1
A_61.tif ,530.7365397,61,0
A_02.tif ,531.770851,2,0
A_68.tif ,532.8070159,68,0
BI_19.tif,533.8403992,120,0
A_19.tif ,534.8758196,19,0
BL_15.tif,535.9118277,143,1
BH_04.tif,536.9461484,78,1
BI_01.tif,537.9821617,102,1
A_13.tif ,539.0164252,13,1
A_68.tif ,540.0486529,68,0
BH_15.tif,541.0839643,89,1
BL_05.tif,542.1184772,133,1
BL_03.tif,543.1533515,131,1
A_01.tif ,544.1855816,1,1
BL_03.tif,545.2208391,131,1
A_28.tif ,547.5124734,28,0
BH_04.tif,550.8195697,78,1
A_06.tif ,551.8660589,6,1
BI_16.tif,552.9002995,117,0
