BI_24.tif,4.2362723,125
A_44.tif ,5.2842843,44
BI_08.tif,6.3210198,109
A_59.tif ,7.3565686,59
BI_03.tif,8.3876492,104
A_69.tif ,11.409833,69
BL_27.tif,12.4564838,155
A_55.tif ,13.4906538,55
A_51.tif ,14.5251513,51
BL_21.tif,15.5591199,149
BI_11.tif,16.591393,112
BH_16.tif,17.6276001,90
BI_18.tif,23.3548087,119
A_39.tif ,24.3977014,39
BH_07.tif,25.4317473,81
A_23.tif ,33.9706629,23
A_41.tif ,35.0172249,41
BH_10.tif,36.0534894,84
A_22.tif ,37.0899631,22
A_06.tif ,41.7079959,6
A_12.tif ,42.7524922,12
BH_24.tif,47.4957235,98
A_30.tif ,48.5402551,30
BL_03.tif,49.5745444,131
BI_14.tif,52.7993461,115
BH_12.tif,57.4561975,86
A_19.tif ,62.7318013,19
BL_15.tif,63.7794337,143
BI_05.tif,64.8128136,106
A_69.tif ,65.8467649,69
BH_25.tif,66.8789896,99
A_12.tif ,67.9112493,12
BI_15.tif,70.7025378,116
A_13.tif ,73.0581763,13
BI_23.tif,74.1037033,124
A_33.tif ,76.5918186,33
BI_03.tif,77.6342914,104
BH_06.tif,78.668508,80
BH_26.tif,79.7029935,100
BL_03.tif,80.7369876,131
BH_22.tif,81.7711996,96
BH_18.tif,82.8054535,92
A_48.tif ,83.8376792,48
BI_16.tif,84.8722635,117
A_32.tif ,85.9053373,32
A_27.tif ,86.9394479,27
A_56.tif ,87.9746569,56
A_20.tif ,89.0108573,20
A_29.tif ,92.866252,29
BI_26.tif,93.9128047,127
BL_04.tif,94.9452104,132
A_36.tif ,95.979333,36
BI_27.tif,97.0156867,128
BL_19.tif,98.051708,147
A_03.tif ,99.0869796,3
A_24.tif ,100.1201556,24
A_41.tif ,101.1534955,41
A_07.tif ,102.1860425,7
A_68.tif ,103.2208516,68
BI_23.tif,104.2561454,124
A_10.tif ,105.2903881,10
A_74.tif ,106.3255836,74
BH_25.tif,107.3581356,99
BH_11.tif,108.3931124,85
BL_17.tif,109.4283371,145
BH_25.tif,113.1441104,99
BH_03.tif,114.1905685,77
BH_04.tif,115.224789,78
A_58.tif ,116.2590386,58
A_45.tif ,117.2926478,45
A_34.tif ,118.3275058,34
A_14.tif ,119.361741,14
A_37.tif ,120.3951168,37
BL_01.tif,121.4282231,129
BL_02.tif,122.4627405,130
BH_06.tif,123.4969748,80
A_25.tif ,124.5331395,25
BH_13.tif,125.5682991,87
BI_26.tif,126.6034529,127
BL_06.tif,127.6367461,134
BL_08.tif,128.6719157,136
A_25.tif ,129.7054915,25
BI_12.tif,130.7394924,113
BL_09.tif,133.9355149,137
BI_21.tif,134.9820518,122
BL_15.tif,136.0142999,143
BI_24.tif,137.0487129,125
BL_07.tif,138.0838573,135
BL_18.tif,139.1181355,146
BH_05.tif,141.7017554,79
BH_02.tif,142.7480796,76
A_46.tif ,146.0532056,46
A_69.tif ,147.0978908,69
BH_16.tif,148.1318685,90
BH_01.tif,149.1661236,75
A_60.tif ,150.1983745,60
A_57.tif ,151.2297586,57
BI_05.tif,152.2652183,106
BL_27.tif,154.97531,155
A_54.tif ,156.0198638,54
A_56.tif ,157.0563096,56
BL_27.tif,158.0900641,155
A_63.tif ,162.743599,63
BL_12.tif,163.7880535,140
BI_21.tif,164.8225234,122
BI_09.tif,167.9526257,110
BI_10.tif,168.9991157,111
BL_07.tif,170.0324995,135
A_21.tif ,171.068721,21
BH_26.tif,172.1049263,100
A_72.tif ,175.0239303,72
BL_10.tif,176.0692564,138
A_30.tif ,178.276247,30
A_04.tif ,179.3215015,4
A_72.tif ,180.354784,72
BH_02.tif,181.3870217,76
A_15.tif ,182.4215388,15
BI_26.tif,183.4575424,127
A_17.tif ,184.4930066,17
A_35.tif ,188.4230771,35
A_26.tif ,189.4705476,26
A_74.tif ,192.9080068,74
A_47.tif ,193.9544023,47
BH_07.tif,194.9886822,81
A_46.tif ,196.0235548,46
A_33.tif ,197.0593511,33
BI_03.tif,198.0953707,104
BI_21.tif,199.1275812,122
A_16.tif ,200.159843,16
BI_23.tif,201.1920946,124
BH_09.tif,202.2277779,83
BL_02.tif,203.2625492,130
BH_17.tif,204.2947977,91
BI_24.tif,205.3281387,125
A_10.tif ,206.3613896,10
A_27.tif ,207.3967031,27
A_30.tif ,208.4308561,30
BL_05.tif,209.4642019,133
A_19.tif ,210.5002021,19
A_03.tif ,211.5324489,3
A_73.tif ,212.5666807,73
A_49.tif ,216.8350438,49
BH_22.tif,217.8802437,96
BL_22.tif,218.9127184,150
A_19.tif ,219.946298,19
A_02.tif ,220.980387,2
A_23.tif ,222.0167212,23
BL_24.tif,223.0527001,152
BH_01.tif,224.0868724,75
BH_02.tif,225.1201205,76
BI_23.tif,226.1553701,124
A_67.tif ,227.1910734,67
BL_08.tif,228.2268097,136
A_32.tif ,229.2620564,32
BL_19.tif,230.2962909,147
A_64.tif ,231.3305434,64
BI_10.tif,232.362952,111
BI_06.tif,233.3951369,107
A_43.tif ,234.4307269,43
BI_04.tif,235.4635021,105
A_59.tif ,236.4966307,59
BH_06.tif,237.5310891,80
